,Label
5992,7
5993,2
5994,2
5995,2
5996,2
5997,2
5998,4
5999,2
6000,3
6001,2
6002,2
6003,0
6004,5
6005,2
6006,7
6007,2
6008,2
6009,2
6010,2
6011,2
6012,7
6013,2
6014,2
6015,2
6016,2
6017,3
6018,2
6019,2
6020,2
6021,2
6022,6
6023,2
6024,0
6025,2
6026,7
6027,2
6028,2
6029,2
6030,2
6031,2
6032,2
6033,7
6034,2
6035,2
6036,2
6037,2
6038,1
6039,2
6040,2
6041,3
6042,4
6043,2
6044,2
6045,2
6046,2
6047,7
6048,7
6049,2
6050,2
6051,2
6052,2
6053,2
6054,2
6055,2
6056,2
6057,2
6058,2
6059,2
6060,0
6061,2
6062,2
6063,3
6064,2
6065,2
6066,2
6067,2
6068,2
6069,3
6070,2
6071,3
6072,2
6073,2
6074,2
6075,2
6076,2
6077,2
6078,2
6079,2
6080,2
6081,2
6082,2
6083,2
6084,7
6085,2
6086,2
6087,7
6088,3
6089,2
6090,2
6091,2
6092,2
6093,2
6094,2
6095,2
6096,2
6097,2
6098,3
6099,2
6100,2
6101,2
6102,2
6103,7
6104,2
6105,2
6106,7
6107,2
6108,2
6109,7
6110,3
6111,2
6112,2
6113,2
6114,2
6115,7
6116,2
6117,2
6118,3
6119,2
6120,2
6121,2
6122,2
6123,2
6124,2
6125,3
6126,2
6127,2
6128,2
6129,2
6130,7
6131,0
6132,2
6133,7
6134,2
6135,0
6136,2
6137,2
6138,2
6139,4
6140,2
6141,7
6142,3
6143,2
6144,7
6145,2
6146,2
6147,2
6148,2
6149,3
6150,2
6151,2
6152,2
6153,2
6154,2
6155,2
6156,2
6157,2
6158,2
6159,2
6160,2
6161,2
6162,2
6163,2
6164,2
6165,2
6166,2
6167,2
6168,2
6169,2
6170,2
6171,2
6172,2
6173,7
6174,2
6175,2
6176,2
6177,2
6178,2
6179,2
6180,2
6181,2
6182,2
6183,2
6184,2
6185,2
6186,7
6187,2
6188,2
6189,2
6190,2
6191,3
6192,1
6193,2
6194,4
6195,2
6196,2
6197,2
6198,2
6199,3
6200,2
6201,2
6202,7
6203,3
6204,2
6205,2
6206,2
6207,2
6208,2
6209,2
6210,2
6211,3
6212,2
6213,7
6214,7
6215,2
6216,2
6217,2
6218,0
6219,2
6220,2
6221,7
6222,3
6223,2
6224,2
6225,2
6226,2
6227,2
6228,2
6229,3
6230,2
6231,1
6232,2
6233,2
6234,2
6235,2
6236,2
6237,2
6238,2
6239,2
6240,2
6241,2
6242,2
6243,2
6244,2
6245,2
6246,2
6247,2
6248,2
6249,3
6250,2
6251,2
6252,2
6253,2
6254,2
6255,7
6256,2
6257,2
6258,3
6259,2
6260,2
6261,2
6262,2
6263,2
6264,7
6265,2
6266,7
6267,2
6268,2
6269,2
6270,3
6271,2
6272,2
6273,2
6274,2
6275,7
6276,2
6277,2
6278,2
6279,2
6280,2
6281,7
6282,2
6283,2
6284,2
6285,2
6286,2
6287,2
6288,2
6289,2
6290,2
6291,2
6292,2
6293,2
6294,3
6295,2
6296,2
6297,7
6298,5
6299,2
6300,2
6301,2
6302,2
6303,2
6304,2
6305,3
6306,2
6307,2
6308,2
6309,2
6310,3
6311,2
6312,2
6313,2
6314,2
6315,2
6316,2
6317,2
6318,2
6319,2
6320,2
6321,2
6322,2
6323,2
6324,2
6325,1
6326,2
6327,2
6328,2
6329,2
6330,2
6331,2
6332,2
6333,3
6334,2
6335,2
6336,2
6337,2
6338,2
6339,2
6340,2
6341,2
6342,2
6343,2
6344,3
6345,2
6346,2
6347,2
6348,2
6349,2
6350,2
6351,2
6352,2
6353,2
6354,2
6355,2
6356,2
6357,2
6358,2
6359,2
6360,2
6361,2
6362,2
6363,2
6364,7
6365,7
6366,2
6367,1
6368,2
6369,2
6370,2
6371,3
6372,2
6373,7
6374,2
6375,2
6376,2
6377,1
6378,2
6379,2
6380,2
6381,7
6382,2
6383,0
6384,3
6385,6
6386,2
6387,2
6388,2
6389,2
6390,1
6391,2
6392,2
6393,2
6394,3
6395,4
6396,2
6397,2
6398,2
6399,2
6400,2
6401,2
6402,7
6403,2
6404,2
6405,2
6406,2
6407,2
6408,2
6409,2
6410,3
6411,1
6412,2
6413,2
6414,2
6415,2
6416,2
6417,2
6418,5
6419,3
6420,7
6421,2
6422,2
6423,2
6424,2
6425,2
6426,2
6427,2
6428,0
6429,2
6430,2
6431,2
6432,2
6433,2
6434,2
6435,2
6436,2
6437,2
6438,2
6439,2
6440,2
6441,7
6442,5
6443,2
6444,2
6445,2
6446,2
6447,2
6448,2
6449,2
6450,3
6451,2
6452,2
6453,2
6454,2
6455,4
6456,2
6457,2
6458,3
6459,2
6460,2
6461,2
6462,2
6463,1
6464,2
6465,2
6466,4
6467,2
6468,2
6469,3
6470,7
6471,2
6472,2
6473,1
6474,2
6475,2
6476,2
6477,2
6478,2
6479,2
6480,2
6481,2
6482,2
6483,2
6484,2
6485,2
6486,2
6487,2
6488,2
6489,2
6490,2
6491,2
6492,2
6493,2
6494,2
6495,2
6496,2
6497,3
6498,2
6499,2
6500,7
6501,2
6502,2
6503,2
6504,2
6505,7
6506,2
6507,2
6508,2
6509,2
6510,2
6511,2
6512,3
6513,2
6514,2
6515,2
6516,2
6517,2
6518,2
6519,2
6520,2
6521,2
6522,3
6523,2
6524,2
6525,2
6526,2
6527,7
6528,2
6529,2
6530,2
6531,2
6532,7
6533,2
6534,0
6535,7
6536,2
6537,0
6538,3
6539,2
6540,7
6541,2
6542,2
6543,2
6544,2
6545,2
6546,7
6547,2
6548,2
6549,2
6550,2
6551,2
6552,0
6553,7
6554,2
6555,7
6556,2
6557,3
6558,2
6559,2
6560,1
6561,2
6562,2
6563,2
6564,2
6565,2
6566,2
6567,3
6568,7
6569,2
6570,2
6571,2
6572,1
6573,2
6574,2
6575,2
6576,2
6577,2
6578,2
6579,2
6580,7
6581,2
6582,2
6583,2
6584,3
6585,2
6586,2
6587,2
6588,2
6589,2
6590,2
6591,2
6592,3
6593,2
6594,2
6595,2
6596,2
6597,2
6598,2
6599,4
6600,4
6601,2
6602,7
6603,2
6604,2
6605,2
6606,2
6607,1
6608,4
6609,2
6610,2
6611,2
6612,2
6613,2
6614,3
6615,2
6616,5
6617,2
6618,2
6619,2
6620,7
6621,3
6622,2
6623,7
6624,2
6625,2
6626,2
6627,2
6628,2
6629,2
6630,7
6631,2
6632,2
6633,2
6634,2
6635,2
6636,3
6637,5
6638,2
6639,2
6640,0
6641,2
6642,2
6643,2
6644,2
6645,7
6646,2
6647,2
6648,3
6649,3
6650,2
6651,2
6652,2
6653,7
6654,7
6655,2
6656,2
6657,2
6658,7
6659,2
6660,2
6661,2
6662,0
6663,3
6664,2
6665,2
6666,2
6667,2
6668,2
6669,3
6670,2
6671,2
6672,2
6673,2
6674,2
6675,0
6676,2
6677,2
6678,2
6679,2
6680,2
6681,2
6682,2
6683,2
6684,2
6685,2
6686,3
6687,2
6688,2
6689,2
6690,0
6691,2
6692,2
6693,2
6694,2
6695,2
6696,2
6697,2
6698,2
6699,2
6700,0
6701,2
6702,2
6703,2
6704,2
6705,2
6706,0
6707,2
6708,2
6709,7
6710,2
6711,2
6712,2
6713,2
6714,2
6715,2
6716,2
6717,2
6718,2
6719,2
6720,2
6721,2
6722,0
6723,1
6724,2
6725,2
6726,2
6727,2
6728,2
6729,7
6730,0
6731,7
6732,2
6733,2
6734,3
6735,2
6736,7
6737,2
6738,2
6739,2
6740,2
6741,2
6742,2
6743,7
6744,2
6745,2
6746,2
6747,2
6748,2
6749,2
6750,2
6751,2
6752,1
6753,2
6754,2
6755,2
6756,2
6757,2
6758,0
6759,2
6760,2
6761,2
6762,2
6763,2
6764,2
6765,2
6766,2
6767,2
6768,2
6769,2
6770,2
6771,2
6772,2
6773,2
6774,2
6775,2
6776,2
6777,2
6778,2
6779,2
6780,2
6781,2
6782,2
6783,2
6784,2
6785,2
6786,2
6787,2
6788,3
6789,3
6790,2
6791,3
6792,2
6793,2
6794,2
6795,2
6796,2
6797,3
6798,2
6799,2
6800,2
6801,2
6802,2
6803,2
6804,2
6805,2
6806,2
6807,2
6808,2
6809,2
6810,2
6811,2
6812,2
6813,2
6814,2
6815,2
6816,2
6817,2
6818,7
6819,3
6820,2
6821,7
6822,3
6823,4
6824,2
6825,2
6826,2
6827,2
6828,2
6829,2
6830,3
6831,2
6832,2
6833,2
6834,2
6835,2
6836,2
6837,2
6838,3
6839,2
6840,2
6841,2
6842,2
6843,2
6844,2
6845,1
6846,2
6847,2
6848,2
6849,2
6850,2
6851,2
6852,3
6853,2
6854,2
6855,2
6856,2
6857,2
6858,2
6859,2
6860,2
6861,2
6862,2
6863,2
6864,2
6865,2
6866,1
6867,2
6868,2
6869,7
6870,2
6871,2
6872,2
6873,2
6874,0
6875,2
6876,2
6877,3
6878,2
6879,2
6880,2
6881,3
6882,2
6883,7
6884,2
6885,3
6886,2
6887,2
6888,2
6889,3
6890,2
6891,2
6892,2
6893,7
6894,7
6895,2
6896,3
6897,2
6898,2
6899,2
6900,2
6901,7
6902,2
6903,2
6904,2
6905,3
6906,2
6907,3
6908,2
6909,2
6910,3
6911,2
6912,2
6913,2
6914,2
6915,3
6916,2
6917,2
6918,2
6919,2
6920,2
6921,7
6922,2
6923,3
6924,2
6925,2
6926,2
6927,2
6928,2
6929,2
6930,2
6931,7
6932,3
6933,2
6934,2
6935,2
6936,2
6937,2
6938,7
6939,7
6940,2
6941,7
6942,2
6943,7
6944,2
6945,2
6946,3
6947,2
6948,2
6949,7
6950,3
6951,2
6952,7
6953,3
6954,2
6955,2
6956,2
6957,2
6958,2
6959,3
6960,7
6961,3
6962,2
6963,2
6964,2
6965,7
6966,2
6967,7
6968,1
6969,2
6970,7
6971,2
6972,2
6973,2
6974,2
6975,2
6976,2
6977,0
6978,7
6979,2
6980,2
6981,2
6982,2
6983,2
6984,2
6985,2
6986,7
6987,2
6988,3
6989,2
6990,3
6991,2
6992,2
6993,7
6994,4
6995,2
6996,2
6997,3
6998,2
6999,3
7000,2
7001,2
7002,2
7003,2
7004,2
7005,2
7006,2
7007,7
7008,1
7009,7
7010,7
7011,7
7012,2
7013,2
7014,2
7015,2
7016,2
7017,2
7018,2
7019,2
7020,3
7021,2
7022,3
7023,2
7024,2
7025,2
7026,2
7027,7
7028,2
7029,2
7030,2
7031,2
7032,2
7033,2
7034,2
7035,3
7036,2
7037,7
7038,2
7039,2
7040,3
7041,3
7042,2
7043,2
7044,2
7045,2
7046,2
7047,2
7048,3
7049,2
7050,2
7051,0
7052,2
7053,2
7054,2
7055,2
7056,2
7057,2
7058,2
7059,2
7060,2
7061,2
7062,2
7063,7
7064,3
7065,2
7066,6
7067,2
7068,0
7069,2
7070,2
7071,2
7072,3
7073,5
7074,2
7075,7
7076,2
7077,3
7078,2
7079,2
7080,3
7081,2
7082,2
7083,2
7084,2
7085,2
7086,7
7087,2
7088,2
7089,2
7090,7
7091,2
7092,2
7093,2
7094,2
7095,2
7096,2
7097,2
7098,2
7099,0
7100,2
7101,2
7102,5
7103,2
7104,7
7105,3
7106,2
7107,2
7108,2
7109,2
7110,7
7111,2
7112,2
7113,2
7114,3
7115,1
7116,2
7117,2
7118,2
7119,2
7120,7
7121,2
7122,2
7123,2
7124,2
7125,6
7126,2
7127,2
7128,2
7129,2
7130,4
7131,7
7132,2
7133,2
7134,2
7135,2
7136,2
7137,2
7138,3
7139,2
7140,2
7141,1
7142,2
7143,2
7144,2
7145,5
7146,2
7147,2
7148,2
7149,2
7150,2
7151,2
7152,2
7153,2
7154,2
7155,3
7156,2
7157,2
7158,0
7159,2
7160,3
7161,2
7162,2
7163,2
7164,2
7165,2
7166,2
7167,3
7168,5
7169,2
7170,2
7171,2
7172,2
7173,2
7174,7
7175,3
7176,2
7177,2
7178,2
7179,2
7180,2
7181,2
7182,2
7183,2
7184,2
7185,3
7186,4
7187,2
7188,2
7189,2
7190,1
7191,7
7192,7
7193,3
7194,2
7195,2
7196,2
7197,2
7198,1
7199,3
7200,2
7201,2
7202,2
7203,1
7204,7
7205,3
7206,2
7207,2
7208,3
7209,2
7210,2
7211,2
7212,2
7213,3
7214,2
7215,2
7216,2
7217,2
7218,3
7219,2
7220,2
7221,2
7222,3
7223,2
7224,2
7225,7
7226,2
7227,2
7228,2
7229,2
7230,2
7231,7
7232,2
7233,2
7234,3
7235,2
7236,2
7237,2
7238,2
7239,2
7240,2
7241,2
7242,2
7243,2
7244,2
7245,2
7246,2
7247,2
7248,2
7249,2
7250,3
7251,3
7252,2
7253,2
7254,2
7255,2
7256,2
7257,2
7258,2
7259,7
7260,2
7261,2
7262,2
7263,2
7264,7
7265,2
7266,2
7267,2
7268,2
7269,2
7270,3
7271,3
7272,2
7273,2
7274,2
7275,2
7276,2
7277,2
7278,7
7279,2
7280,0
7281,0
7282,2
7283,2
7284,2
7285,4
7286,2
7287,5
7288,2
7289,2
7290,2
7291,2
7292,7
7293,2
7294,2
7295,1
7296,3
7297,2
7298,4
7299,2
7300,2
7301,2
7302,2
7303,2
7304,3
7305,2
7306,2
7307,1
7308,3
7309,2
7310,2
7311,2
7312,2
7313,2
7314,2
7315,2
7316,3
7317,2
7318,2
7319,2
7320,2
7321,2
7322,2
7323,2
7324,2
7325,2
7326,1
7327,2
7328,7
7329,2
7330,2
7331,7
7332,2
7333,2
7334,2
7335,7
7336,2
7337,3
7338,2
7339,2
7340,2
7341,3
7342,7
7343,2
7344,2
7345,2
7346,2
7347,2
7348,2
7349,2
7350,2
7351,3
7352,2
7353,2
7354,2
7355,2
7356,0
7357,2
7358,2
7359,3
7360,2
7361,3
7362,2
7363,2
7364,2
7365,2
7366,1
7367,2
7368,3
7369,2
7370,4
7371,2
7372,7
7373,4
7374,3
7375,2
7376,2
7377,2
7378,2
7379,2
7380,4
7381,7
7382,2
7383,2
7384,2
7385,2
7386,2
7387,3
7388,2
7389,2
7390,2
7391,7
7392,2
7393,2
7394,2
7395,2
7396,2
7397,2
7398,0
7399,2
7400,2
7401,2
7402,7
7403,2
7404,3
7405,2
7406,2
7407,2
7408,2
7409,3
7410,2
7411,2
7412,2
7413,2
7414,0
7415,0
7416,2
7417,3
7418,2
7419,2
7420,1
7421,2
7422,3
7423,2
7424,2
7425,3
7426,2
7427,2
7428,2
7429,2
7430,2
7431,2
7432,2
7433,2
7434,3
7435,2
7436,2
7437,0
7438,2
7439,2
7440,2
7441,2
7442,7
7443,2
7444,2
7445,2
7446,2
7447,7
7448,2
7449,2
7450,2
7451,2
7452,2
7453,3
7454,1
7455,2
7456,7
7457,3
7458,2
7459,7
7460,2
7461,7
7462,6
7463,2
7464,7
7465,2
7466,2
7467,0
7468,2
7469,2
7470,2
7471,1
7472,2
7473,2
7474,2
7475,2
7476,3
7477,2
7478,2
7479,2
7480,2
7481,7
7482,2
7483,1
7484,2
7485,3
7486,2
7487,2
7488,2
7489,2
7490,2
7491,2
7492,2
7493,2
7494,2
7495,3
7496,4
7497,2
7498,2
7499,7
7500,2
7501,2
7502,2
7503,3
7504,2
7505,2
7506,3
7507,2
7508,2
7509,2
7510,3
7511,2
7512,7
7513,3
7514,3
7515,3
7516,3
7517,3
7518,3
7519,7
7520,3
7521,3
7522,3
7523,3
7524,3
7525,3
7526,3
7527,3
7528,3
7529,3
7530,3
7531,3
7532,3
7533,3
7534,3
7535,3
7536,3
7537,3
7538,3
7539,3
7540,3
7541,5
7542,3
7543,3
7544,3
7545,3
7546,2
7547,3
7548,3
7549,3
7550,3
7551,3
7552,7
7553,3
7554,3
7555,3
7556,3
7557,3
7558,3
7559,3
7560,0
7561,3
7562,3
7563,3
7564,3
7565,3
7566,3
7567,0
7568,3
7569,3
7570,3
7571,3
7572,3
7573,3
7574,3
7575,3
7576,3
7577,7
7578,3
7579,3
7580,3
7581,3
7582,3
7583,3
7584,3
7585,3
7586,3
7587,3
7588,3
7589,3
7590,3
7591,3
7592,3
7593,3
7594,2
7595,3
7596,3
7597,3
7598,3
7599,3
7600,5
7601,3
7602,0
7603,3
7604,3
7605,3
7606,3
7607,3
7608,3
7609,3
7610,3
7611,3
7612,5
7613,3
7614,3
7615,3
7616,3
7617,3
7618,3
7619,3
7620,3
7621,3
7622,3
7623,3
7624,5
7625,3
7626,3
7627,3
7628,3
7629,3
7630,3
7631,3
7632,3
7633,3
7634,3
7635,3
7636,0
7637,3
7638,3
7639,3
7640,3
7641,3
7642,3
7643,3
7644,3
7645,3
7646,3
7647,3
7648,3
7649,3
7650,3
7651,3
7652,3
7653,3
7654,3
7655,3
7656,3
7657,3
7658,3
7659,3
7660,3
7661,3
7662,3
7663,3
7664,3
7665,3
7666,3
7667,3
7668,3
7669,3
7670,3
7671,3
7672,3
7673,3
7674,3
7675,3
7676,3
7677,3
7678,3
7679,3
7680,3
7681,3
7682,2
7683,3
7684,3
7685,3
7686,3
7687,3
7688,3
7689,3
7690,7
7691,3
7692,3
7693,3
7694,3
7695,3
7696,3
7697,3
7698,3
7699,3
7700,3
7701,3
7702,3
7703,3
7704,3
7705,3
7706,3
7707,3
7708,3
7709,3
7710,3
7711,3
7712,0
7713,3
7714,3
7715,3
7716,3
7717,3
7718,3
7719,3
7720,3
7721,5
7722,3
7723,3
7724,0
7725,3
7726,3
7727,3
7728,3
7729,3
7730,3
7731,3
7732,3
7733,3
7734,3
7735,3
7736,3
7737,3
7738,3
7739,3
7740,3
7741,3
7742,3
7743,3
7744,3
7745,3
7746,2
7747,3
7748,3
7749,3
7750,3
7751,3
7752,3
7753,3
7754,3
7755,3
7756,0
7757,3
7758,3
7759,3
7760,2
7761,3
7762,2
7763,3
7764,5
7765,3
7766,3
7767,3
7768,3
7769,3
7770,3
7771,3
7772,3
7773,3
7774,3
7775,3
7776,3
7777,3
7778,3
7779,3
7780,3
7781,3
7782,3
7783,5
7784,3
7785,3
7786,3
7787,3
7788,3
7789,2
7790,3
7791,7
7792,3
7793,3
7794,3
7795,3
7796,3
7797,3
7798,3
7799,3
7800,3
7801,2
7802,3
7803,3
7804,3
7805,3
7806,0
7807,3
7808,2
7809,3
7810,3
7811,2
7812,3
7813,3
7814,3
7815,3
7816,3
7817,3
7818,3
7819,3
7820,3
7821,3
7822,3
7823,3
7824,3
7825,3
7826,3
7827,3
7828,3
7829,3
7830,3
7831,3
7832,3
7833,3
7834,3
7835,3
7836,3
7837,3
7838,3
7839,3
7840,3
7841,3
7842,3
7843,3
7844,3
7845,3
7846,3
7847,3
7848,3
7849,3
7850,3
7851,3
7852,3
7853,3
7854,3
7855,3
7856,3
7857,3
7858,3
7859,3
7860,7
7861,3
7862,3
7863,3
7864,3
7865,3
7866,3
7867,2
7868,3
7869,3
7870,3
7871,3
7872,0
7873,3
7874,3
7875,3
7876,7
7877,5
7878,3
7879,3
7880,3
7881,3
7882,3
7883,3
7884,2
7885,3
7886,3
7887,4
7888,3
7889,3
7890,3
7891,3
7892,2
7893,3
7894,3
7895,3
7896,3
7897,3
7898,3
7899,3
7900,4
7901,3
7902,3
7903,3
7904,5
7905,3
7906,7
7907,3
7908,3
7909,3
7910,3
7911,3
7912,3
7913,3
7914,3
7915,3
7916,3
7917,3
7918,3
7919,3
7920,3
7921,3
7922,3
7923,3
7924,3
7925,3
7926,3
7927,3
7928,3
7929,3
7930,3
7931,3
7932,3
7933,3
7934,7
7935,4
7936,3
7937,3
7938,2
7939,3
7940,3
7941,3
7942,3
7943,3
7944,3
7945,3
7946,0
7947,3
7948,3
7949,3
7950,3
7951,3
7952,3
7953,3
7954,3
7955,7
7956,5
7957,3
7958,3
7959,3
7960,3
7961,3
7962,3
7963,3
7964,3
7965,3
7966,3
7967,3
7968,3
7969,3
7970,3
7971,3
7972,3
7973,3
7974,3
7975,3
7976,3
7977,3
7978,5
7979,0
7980,3
7981,3
7982,3
7983,3
7984,3
7985,3
7986,3
7987,3
7988,3
7989,3
7990,7
7991,3
7992,3
7993,3
7994,3
7995,3
7996,3
7997,3
7998,3
7999,3
8000,3
8001,7
8002,3
8003,3
8004,3
8005,3
8006,0
8007,3
8008,3
8009,3
8010,3
8011,3
8012,3
8013,3
8014,3
8015,3
8016,3
8017,3
8018,3
8019,3
8020,3
8021,3
8022,3
8023,3
8024,3
8025,3
8026,3
8027,3
8028,3
8029,3
8030,4
8031,3
8032,3
8033,5
8034,3
8035,3
8036,3
8037,3
8038,3
8039,3
8040,3
8041,3
8042,3
8043,3
8044,3
8045,3
8046,3
8047,3
8048,3
8049,3
8050,3
8051,3
8052,0
8053,3
8054,3
8055,3
8056,3
8057,3
8058,3
8059,3
8060,3
8061,3
8062,3
8063,3
8064,3
8065,3
8066,3
8067,3
8068,3
8069,3
8070,3
8071,3
8072,3
8073,3
8074,3
8075,3
8076,3
8077,3
8078,3
8079,3
8080,3
8081,3
8082,3
8083,3
8084,3
8085,3
8086,3
8087,3
8088,3
8089,3
8090,3
8091,3
8092,3
8093,3
8094,3
8095,3
8096,3
8097,3
8098,3
8099,3
8100,3
8101,3
8102,3
8103,3
8104,3
8105,3
8106,4
8107,3
8108,2
8109,3
8110,3
8111,3
8112,0
8113,3
8114,3
8115,5
8116,3
8117,3
8118,3
8119,2
8120,3
8121,3
8122,3
8123,2
8124,3
8125,3
8126,3
8127,3
8128,3
8129,3
8130,3
8131,3
8132,3
8133,3
8134,3
8135,3
8136,3
8137,3
8138,3
8139,3
8140,3
8141,3
8142,3
8143,3
8144,3
8145,3
8146,3
8147,3
8148,3
8149,3
8150,3
8151,3
8152,3
8153,3
8154,3
8155,3
8156,3
8157,3
8158,5
8159,3
8160,3
8161,3
8162,3
8163,3
8164,3
8165,3
8166,3
8167,3
8168,3
8169,3
8170,3
8171,3
8172,3
8173,3
8174,5
8175,3
8176,3
8177,3
8178,3
8179,3
8180,5
8181,7
8182,3
8183,3
8184,5
8185,3
8186,3
8187,3
8188,3
8189,3
8190,3
8191,3
8192,3
8193,3
8194,3
8195,3
8196,5
8197,3
8198,3
8199,3
8200,3
8201,3
8202,3
8203,3
8204,3
8205,3
8206,3
8207,7
8208,3
8209,3
8210,3
8211,3
8212,3
8213,3
8214,3
8215,3
8216,3
8217,3
8218,3
8219,3
8220,3
8221,3
8222,3
8223,3
8224,3
8225,0
8226,3
8227,7
8228,3
8229,3
8230,3
8231,3
8232,3
8233,3
8234,5
8235,2
8236,3
8237,3
8238,3
8239,2
8240,2
8241,3
8242,3
8243,3
8244,3
8245,3
8246,2
8247,3
8248,3
8249,3
8250,0
8251,3
8252,3
8253,3
8254,3
8255,3
8256,3
8257,3
8258,0
8259,3
8260,3
8261,2
8262,3
8263,3
8264,3
8265,3
8266,3
8267,3
8268,3
8269,3
8270,3
8271,3
8272,3
8273,3
8274,3
8275,3
8276,3
8277,3
8278,3
8279,3
8280,3
8281,3
8282,3
8283,3
8284,3
8285,3
8286,3
8287,3
8288,3
8289,3
8290,5
8291,3
8292,3
8293,3
8294,3
8295,2
8296,3
8297,3
8298,3
8299,3
8300,3
8301,3
8302,0
8303,0
8304,3
8305,3
8306,3
8307,3
8308,3
8309,3
8310,3
8311,3
8312,3
8313,3
8314,3
8315,3
8316,3
8317,3
8318,5
8319,2
8320,3
8321,3
8322,3
8323,3
8324,3
8325,3
8326,3
8327,3
8328,3
8329,3
8330,3
8331,3
8332,2
8333,3
8334,3
8335,3
8336,5
8337,3
8338,3
8339,4
8340,3
8341,3
8342,3
8343,3
8344,3
8345,0
8346,3
8347,3
8348,3
8349,3
8350,3
8351,3
8352,3
8353,3
8354,3
8355,3
8356,3
8357,3
8358,3
8359,3
8360,3
8361,2
8362,3
8363,3
8364,3
8365,3
8366,7
8367,3
8368,3
8369,3
8370,3
8371,3
8372,3
8373,3
8374,3
8375,3
8376,3
8377,3
8378,3
8379,5
8380,3
8381,3
8382,3
8383,3
8384,0
8385,3
8386,3
8387,3
8388,3
8389,3
8390,0
8391,3
8392,3
8393,3
8394,3
8395,3
8396,3
8397,3
8398,3
8399,3
8400,3
8401,3
8402,3
8403,3
8404,3
8405,3
8406,0
8407,2
8408,3
8409,3
8410,3
8411,3
8412,3
8413,2
8414,3
8415,3
8416,3
8417,3
8418,3
8419,2
8420,3
8421,3
8422,5
8423,3
8424,3
8425,3
8426,3
8427,3
8428,3
8429,2
8430,3
8431,3
8432,2
8433,3
8434,2
8435,3
8436,3
8437,3
8438,3
8439,3
8440,3
8441,3
8442,3
8443,3
8444,3
8445,3
8446,3
8447,3
8448,3
8449,3
8450,3
8451,3
8452,3
8453,3
8454,3
8455,3
8456,2
8457,7
8458,3
8459,3
8460,3
8461,3
8462,3
8463,0
8464,3
8465,2
8466,3
8467,7
8468,3
8469,3
8470,3
8471,3
8472,3
8473,2
8474,3
8475,3
8476,3
8477,3
8478,3
8479,3
8480,3
8481,3
8482,3
8483,3
8484,3
8485,3
8486,3
8487,3
8488,3
8489,3
8490,3
8491,3
8492,3
8493,0
8494,3
8495,3
8496,3
8497,3
8498,4
8499,3
8500,3
8501,3
8502,3
8503,3
8504,3
8505,3
8506,3
8507,3
8508,3
8509,3
8510,3
8511,3
8512,3
8513,3
8514,3
8515,3
8516,3
8517,3
8518,3
8519,3
8520,3
8521,3
8522,5
8523,3
8524,3
8525,3
8526,5
8527,7
8528,3
8529,3
8530,3
8531,3
8532,3
8533,3
8534,3
8535,3
8536,3
8537,3
8538,3
8539,3
8540,3
8541,3
8542,3
8543,3
8544,3
8545,0
8546,3
8547,3
8548,2
8549,3
8550,3
8551,3
8552,3
8553,3
8554,3
8555,3
8556,3
8557,3
8558,5
8559,3
8560,3
8561,3
8562,3
8563,3
8564,3
8565,3
8566,3
8567,3
8568,3
8569,5
8570,3
8571,2
8572,3
8573,3
8574,3
8575,3
8576,3
8577,3
8578,3
8579,3
8580,3
8581,3
8582,3
8583,3
8584,3
8585,3
8586,3
8587,5
8588,3
8589,3
8590,3
8591,3
8592,3
8593,3
8594,3
8595,3
8596,3
8597,3
8598,2
8599,5
8600,0
8601,3
8602,3
8603,3
8604,3
8605,3
8606,3
8607,3
8608,3
8609,3
8610,3
8611,3
8612,3
8613,3
8614,3
8615,3
8616,3
8617,3
8618,3
8619,3
8620,3
8621,3
8622,3
8623,3
8624,3
8625,3
8626,3
8627,3
8628,3
8629,3
8630,3
8631,3
8632,3
8633,3
8634,3
8635,0
8636,3
8637,0
8638,3
8639,5
8640,3
8641,3
8642,3
8643,3
8644,3
8645,3
8646,3
8647,3
8648,3
8649,3
8650,3
8651,3
8652,3
8653,3
8654,3
8655,3
8656,3
8657,5
8658,3
8659,3
8660,0
8661,3
8662,3
8663,3
8664,3
8665,3
8666,3
8667,3
8668,3
8669,3
8670,3
8671,3
8672,7
8673,3
8674,3
8675,3
8676,3
8677,3
8678,5
8679,3
8680,3
8681,3
8682,3
8683,3
8684,2
8685,3
8686,3
8687,2
8688,3
8689,2
8690,3
8691,3
8692,3
8693,3
8694,3
8695,7
8696,3
8697,0
8698,3
8699,3
8700,3
8701,3
8702,3
8703,3
8704,3
8705,3
8706,3
8707,3
8708,3
8709,3
8710,3
8711,0
8712,3
8713,3
8714,3
8715,2
8716,3
8717,3
8718,3
8719,3
8720,3
8721,0
8722,3
8723,3
8724,3
8725,3
8726,3
8727,3
8728,3
8729,3
8730,3
8731,3
8732,0
8733,0
8734,3
8735,3
8736,3
8737,3
8738,3
8739,3
8740,3
8741,3
8742,3
8743,3
8744,3
8745,3
8746,3
8747,3
8748,0
8749,3
8750,0
8751,3
8752,3
8753,3
8754,5
8755,3
8756,3
8757,3
8758,3
8759,3
8760,3
8761,3
8762,3
8763,3
8764,3
8765,7
8766,3
8767,3
8768,3
8769,3
8770,3
8771,3
8772,3
8773,3
8774,3
8775,3
8776,3
8777,3
8778,3
8779,5
8780,3
8781,3
8782,3
8783,3
8784,3
8785,3
8786,3
8787,3
8788,5
8789,3
8790,3
